search_keyword,search_country,id,title,company,location,category,contract_type,contract_time,salary_min,salary_max,salary_is_predicted,created,description,is_ai_related,salary_avg,created_date,currency,country_name
machine learning,gb,5832939160,Junior AI Engineer / Machine Learning Engineer no experience needed,NEWTO TRAINING LIMITED,"Birmingham, West Midlands",IT Jobs,permanent,,65000.0,65000.0,0,2026-08-08 05:12:07+00:00,"*This is a self-funded career programme with a guaranteed job on completion or 100% of your course fees back* Train. Certify. Get Hired. AI is expected to generate 170 million jobs by 2030 and at present experienced professionals can earn salaries of upwards of £66,000. In todays digital world, AI is transforming every aspect of our lives and is at the heart of modern technological advancements. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the r…",True,65000.0,2026-08-08,GBP,United Kingdom
machine learning,gb,5622424236,Machine Learning Modeling Lead - DTG Capital Markets,DTG Capital Markets,"London, UK",IT Jobs,,full_time,114726.98,114726.98,1,2026-02-10 09:26:45+00:00,"Head of Machine Learning Modeling A global quantitative trading organization built around engineering excellence, scientific thinking, and fully automated trading. Our teams create everything in-house—from the research infrastructure to the algorithms that run live in markets around the world. We trade a wide mix of products, including equities, derivatives, options, commodities, rates, and crypto using both high-frequency and mid-frequency strategies. Our dedicated team members are located acr…",True,114726.98,2026-02-10,GBP,United Kingdom
machine learning,gb,5793571691,Machine Learning Engineer,RedTech Recruitment Ltd.,"Farringdon, Central London",IT Jobs,permanent,full_time,55000.0,80000.0,0,2026-07-09 03:01:32+00:00,"Machine Learning Engineer A fantastic opportunity for a Machine Learning Engineer to join a world-leading AI technology company developing cutting-edge software solutions. This is an ideal opportunity for an ML Engineer who has a strong academic background and experience working with LLM technologies. You will work alongside Software Engineers, Machine Learning specialists, and the wider tech team to deploy, integrate and optimise innovative machine learning models within highly advanced, real-…",True,67500.0,2026-07-09,GBP,United Kingdom
machine learning,gb,5805129842,Machine Learning Engineer,System1 Group,UK,Scientific & QA Jobs,,,54913.06,54913.06,1,2026-07-17 20:13:51+00:00,"Machine Learning Engineer In the words of one of our senior clients recently… “Market Research has changed more in the past 3 years, than in the previous 40” About System1. System1 is The Creative Effectiveness Platform. Our target customers are the world’s largest advertisers. We predict and improve marketing effectiveness. Our advertising and idea tests measure emotion to give our customers the most accurate predictions of the business impact of creativity. About The Role We are looking for a…",True,54913.06,2026-07-17,GBP,United Kingdom
machine learning,gb,5533597851,Machine Learning Engineer,Olive Jar Digital,UK,IT Jobs,contract,,51905.73,51905.73,1,2025-12-08 16:20:15+00:00,"FTC or Permanent UK-wide, Remote About the role Olive Jar Digital is seeking a Machine Learning Engineer to help design, build, and refine AI prototypes across multiple Discovery and Alpha initiatives. You will work at the intersection of engineering and data science - transforming experimental models into high-quality, scalable prototypes, shaping technical architecture, and ensuring robust deployment, testing, and documentation. This role is ideal for someone who enjoys hands-on technical pro…",True,51905.73,2025-12-08,GBP,United Kingdom
machine learning,gb,5011395406,Machine Learning Engineer,G-Research,"London, UK",IT Jobs,,full_time,59696.37,59696.37,1,2025-01-15 12:41:19+00:00,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",True,59696.37,2025-01-15,GBP,United Kingdom
machine learning,gb,5540936934,Machine Learning Engineer,G-Research,"London, UK",IT Jobs,,full_time,92870.38,92870.38,1,2025-12-13 12:56:50+00:00,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",True,92870.38,2025-12-13,GBP,United Kingdom
machine learning,gb,4885580047,Machine Learning Researcher,G-Research,"London, UK",IT Jobs,,full_time,54700.02,54700.02,1,2024-10-02 13:29:58+00:00,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. Join a research team where curiosity meets scale. You’ll investigate foundational questions, uncover market…",True,54700.02,2024-10-02,GBP,United Kingdom
machine learning,gb,5819755409,Machine Learning Researcher at leading Market Maker / Hedge Fund,Oxford Knight,"London, UK",IT Jobs,,full_time,59797.22,59797.22,1,2026-07-29 12:56:25+00:00,"Salary: £200k base  £150 - £400k bonus // All experience levels Client: One of the world's top market makers is expanding their Machine Learning and related AI teams. Already a market-leader, in the past few years they have invested extensively in their data offerings and are ready to expand their ML and AI teams to stay ahead of the curve. A cross-asset liquidity provider, they do a huge volume of trades daily and are working with massive data sets that require enormous computational power. Ro…",True,59797.22,2026-07-29,GBP,United Kingdom
machine learning,gb,5818384795,Machine Learning Engineer- World-Leading Prop Trading Fund,Oxford Knight,"London, UK",IT Jobs,,full_time,67132.38,67132.38,1,2026-07-28 14:51:23+00:00,"Summary: Fantastic opportunity to work at a tech-centric prop trading fund which trades a wide range of financial products, with offices across the globe. Looking for a pragmatic ML Engineer with strong mathematical foundations to join their growing ML team and help drive the direction of the ML platform. In this role, you'll draw on your in-depth knowledge of the ML ecosystem and understanding of varying approaches - whether it's neural networks, random forests, gradient-boosted trees, or soph…",True,67132.38,2026-07-28,GBP,United Kingdom
machine learning,gb,5819755403,Software Engineering Manager - Machine Learning- Systematic Quant Fund,Oxford Knight,"London, UK",IT Jobs,,full_time,71753.38,71753.38,1,2026-07-29 12:56:25+00:00,"Location: London, UK Top Quant fund an experienced Engineering Manager / Tech Lead Manager to head a small, high-performing team focused on core ML infrastructure - distributed model training, LLM hosting/fine-tuning, and scalable deployment systems. You'll own technical direction, lead 6-7 experienced engineers, and drive the integration of advanced ML capabilities into real-world, high-stakes systems. This is a hands-on leadership role within a deeply technical environment. Short interview pr…",True,71753.38,2026-07-29,GBP,United Kingdom
machine learning,gb,5844081785,Machine Learning Engineering & Applied AI ML Lead - Vice President,J.P. Morgan,"London, UK",IT Jobs,,,104749.7,104749.7,1,2026-08-16 10:54:38+00:00,"hackajob is collaborating with J.P. Morgan to connect them with exceptional professionals for this role. JOB DESCRIPTION Join us in shaping the future of AI at JPMorganChase, where you can make a real impact by building autonomous agents that solve critical challenges. We value your expertise and encourage you to pioneer new approaches, bridging theory and practice while collaborating with talented teams across the globe to help define how AI transforms the world's largest bank. Experience care…",True,104749.7,2026-08-16,GBP,United Kingdom
machine learning,gb,5830845229,Machine Learning Engineer,Hexwired Recruitment Limited,"Pampisford, Cambridge",IT Jobs,,full_time,59084.33,59084.33,1,2026-08-06 19:26:17+00:00,"Machine Learning Engineer Location – Cambridge Salary – £60,000-£120,000 Hexwired has partnered with an innovative technology company developing advanced AI and machine learning solutions for complex, real-world applications. They are looking for a Machine Learning Engineer to join a multidisciplinary R&D team in Cambridge working on cutting-edge machine learning projects from concept through to deployment. The Role * Research and develop innovative AI/ML solutions for challenging technical pro…",True,59084.33,2026-08-06,GBP,United Kingdom
machine learning,gb,5749243663,Machine Learning Engineer,Platform Recruitment,"Farringdon, Central London",IT Jobs,,full_time,60000.0,70000.0,0,2026-06-02 14:36:13+00:00,"Job Title: Machine Learning Engineer Location: London Salary: Up to £70,000 DOE This is a unique opportunity for a Machine Learning Engineer to join a well-funded early-stage company building frontier AI systems focused on optimising complex operational environments. Working at the intersection of scientific machine learning, time-series modelling, optimisation, and real-world deployment, you will help shape products designed for measurable real-world impact. This is a hands-on engineering role…",True,65000.0,2026-06-02,GBP,United Kingdom
machine learning,gb,5830845157,Machine Learning Engineer,Hexwired Recruitment Limited,"Farringdon, Central London",IT Jobs,,full_time,80000.0,120000.0,0,2026-08-06 19:26:03+00:00,"Senior Machine Learning Engineer – Hardware Acceleration - £80k - £120k – London Hexwired Recruitment is recruiting for a rapidly expanding Electronics manufacturer based in London now seeking a Senior Machine Learning Engineer with solid experience working on Hardware Acceleration platforms for ML models The company have had a huge round of investment and are now seeking a Senior Machine Learning Engineer ideally with solid understanding of GPU’s, QPU’s or similar for Modelling and Simulation.…",True,100000.0,2026-08-06,GBP,United Kingdom
machine learning,gb,5801408855,Machine Learning Engineer,ECM Selection  Limited,"Pampisford, Cambridge",IT Jobs,,full_time,40000.0,70000.0,0,2026-07-15 17:59:58+00:00,"Inventing innovative machine learning systems to solve real-world problems in the defence sector Cambridge; to c£70,000 DoE  Benefits This innovative team of engineers and scientists are using machine learning tightly integrated with modern electronics to create new classes of devices for the defence and security sectors. As the world goes through a new industrial revolution powered by AI and ML, help lead the UK through it. You will work across the whole machine learning development lifecycle …",True,55000.0,2026-07-15,GBP,United Kingdom
machine learning,gb,5827031997,Machine Learning Scientist,Platform Recruitment,"Farringdon, Central London",Scientific & QA Jobs,,full_time,85000.0,100000.0,0,2026-08-03 23:27:48+00:00,"Job Title: ML Scientist (Molecular AI) Location: London (Hybrid) Salary: Up to £100,000 DOE A well-funded life science technology company is looking for an exceptional Machine Learning Scientist to develop next-generation AI methods for molecular and protein discovery. This is a research role with real engineering proximity. You will develop novel ML methods for molecules, proteins, and biological systems, working closely with engineers to translate new ideas into practical tools that accelerat…",True,92500.0,2026-08-03,GBP,United Kingdom
machine learning,gb,5829134911,Machine Learning Engineer,Queen Square Recruitment Ltd,"Woosehill, Wokingham",IT Jobs,contract,,119600.0,119600.0,0,2026-08-05 15:16:33+00:00,"Location: Wokingham - Office based (hybrid working with 3 days per week onsite may be considered) Start Day: ASAP Contract Rate: £460 per day inside IR35 Duration: 6 months initially Role Overview Our client is seeking an experienced Azure MLOps Engineer to support the deployment, automation, and management of machine learning solutions within Azure. Working closely with architects, data scientists, forecasting teams, developers, and DevOps engineers, you will help deliver scalable, secure, and…",True,119600.0,2026-08-05,GBP,United Kingdom
machine learning,gb,5810673909,Machine Learning Scientist,Aioi Nissay Dowa Europe,"Oxford Airport, Kidlington",IT Jobs,contract,,55934.0,83386.0,0,2026-07-22 10:26:32+00:00,"We’re Aioi R&D Lab – an AI tech hub in one of the fastest-growing insurance companies. We research and develop AI systems that catapult insurance from a slow-moving, traditional past into a data-driven, technology-lead and society-defining future. We’re looking for dynamic, driven professionals like you to help evolve our business in new directions. You’ll need first-class credentials and a proactive attitude to help us drive the change the underpins our mission. As a Machine Learning Scientist…",True,69660.0,2026-07-22,GBP,United Kingdom
machine learning,gb,5796653257,Machine Learning Engineer,RedTech Recruitment Ltd,"The City, Central London",IT Jobs,,,75000.0,75000.0,0,2026-07-11 08:38:14+00:00,"Machine Learning Engineer A fantastic opportunity for a Machine Learning Engineer to join a world-leading AI technology company developing cutting-edge software solutions. This is an ideal opportunity for an ML Engineer who has a strong academic background and experience working with LLM technologies. You will work alongside Software Engineers, Machine Learning specialists, and the wider tech team to deploy, integrate and optimise innovative machine learning models within highly advanced, real-…",True,75000.0,2026-07-11,GBP,United Kingdom
machine learning,gb,5832941352,Machine Learning Engineer,Anson Mccade,"The City, Central London",IT Jobs,,,100000.0,100000.0,0,2026-08-08 05:17:12+00:00,"Machine Learning Engineer Senior, Lead & Principal Location: London / Hybrid Level: Senior, Lead & Principal Salary: £100,000£140,000 Sector: AI / Machine Learning / Technology Anson McCade are partnered with a leading UK AI organisation that is expanding its Machine Learning Engineering team and looking to hire Senior, Lead and Principal Machine Learning Engineers . This is an opportunity to work on technically challenging, high-impact AI projects, building and deploying machine learning solut…",True,100000.0,2026-08-08,GBP,United Kingdom
machine learning,gb,5842143262,Machine Learning Engineer,Your Tech Future,"South West London, London",IT Jobs,,,100000.0,100000.0,0,2026-08-14 21:23:54+00:00,"Machine Learning Engineer £75k-£100k DOE | UK Remote About the Role We are seeking an experienced Machine Learning Engineer to develop, train and optimise advanced computer vision and machine learning systems for deployment in constrained edge environments. This role is ideal for someone who combines strong machine learning expertise with excellent software engineering capability and enjoys solving difficult performance, optimisation and deployment challenges. You will work on cutting-edge comp…",True,100000.0,2026-08-14,GBP,United Kingdom
machine learning,gb,5840200313,Machine Learning Engineer,ECM Selection Ltd.,"Stow-Cum-Quy, Cambridge",IT Jobs,,full_time,70000.0,70000.0,0,2026-08-13 11:37:16+00:00,"Salary: £70,000 - 70,000 per year Requirements: Strong knowledge of Python and its use in machine learning, including hands-on experience building products with modern ML frameworks such as TensorFlow and PyTorch. Broad knowledge of machine learning techniques across multiple domains and the ability to transition into new domains quickly. A top degree in a STEM subject. A PhD or relevant commercial experience. UK nationality for passing security checks. Experience deploying machine learning ont…",True,70000.0,2026-08-13,GBP,United Kingdom
machine learning,gb,5812982058,Machine Learning Engineer,Anson Mccade,"South West London, London",IT Jobs,,,65000.0,65000.0,0,2026-07-24 00:45:31+00:00,"Job Role: Machine Learning Engineer Location: London Salary: Competitive  Excellent Benefits Package The Opportunity Join a leading digital and cyber consultancy at the forefront of AI innovation, working on mission-critical projects that support National Security across the UK. This is a unique opportunity for an experienced Machine Learning Engineer to develop cutting-edge AI, Machine Learning and Generative AI solutions that deliver real-world impact. Working alongside Data Scientists, Softw…",True,65000.0,2026-07-24,GBP,United Kingdom
machine learning,gb,5817418398,Machine Learning Engineer,G-Research,"London, UK",IT Jobs,,full_time,55714.02,55714.02,1,2026-07-27 14:38:58+00:00,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",True,55714.02,2026-07-27,GBP,United Kingdom
machine learning,gb,5671805506,Machine Learning Engineer,Datatonic,"London, UK",IT Jobs,,full_time,62826.18,62826.18,1,2026-03-19 10:19:47+00:00,"Shape the Future of AI & Data with Us At Datatonic, we are Google Cloud's premier partner in AI, driving transformation for world-class businesses. We push the boundaries of technology with expertise in machine learning, data engineering, and analytics on Google Cloud. By partnering with us, clients future-proof their operations, unlock actionable insights, and stay ahead of the curve in a rapidly evolving world. Your Mission As a Machine Learning Engineer, you'll know how to engineer beautiful…",True,62826.18,2026-03-19,GBP,United Kingdom
machine learning,gb,5833780624,Machine Learning Researcher,Darktrace,UK,IT Jobs,,full_time,34451.95,34451.95,1,2026-08-08 18:36:46+00:00,"Darktrace is a global leader in AI-driven cybersecurity, helping organizations stay ahead of evolving threats every day. Darktrace was built on a genuinely differentiated idea: that Adaptive AI could detect and respond to novel, real-time cyber threats. That approach matters more than ever in the era of AI. Today, our customers depend on us to stay ahead. At Darktrace, we are energized by that responsibility. We work across teams and rally around a shared goal. We own outcomes end to end - step…",True,34451.95,2026-08-08,GBP,United Kingdom
machine learning,gb,5688569998,Machine Learning Engineer,CoVar,UK,IT Jobs,,,96438.95,96438.95,1,2026-04-03 11:11:17+00:00,"Machine Learning Engineer About CoVar CoVar is a small AI/ML R&D software company in Durham, NC, that uses artificial intelligence to solve problems that matter. We develop AI/ML tools to help the DoD detect enemies and threats, help biomedical researchers find new cures for diseases, and help monitor machinery to prevent injuries and environmental catastrophes. We are passionate engineers, dedicated to pushing the bounds of what AI/ML can do in the real world. About this position You will help…",True,96438.95,2026-04-03,GBP,United Kingdom
machine learning,gb,5831963451,Machine Learning Engineer,Method-Resourcing,"York, North Yorkshire",IT Jobs,,,70000.0,70000.0,0,2026-08-07 13:12:43+00:00,"Machine Learning Engineer DATA & MACHINE LEARNING | FINANCIAL SERVICES Most machine learning roles focus on building models. This one is about making sure they actually work in production. You'll join a newly formed ML Engineering team within a large, established financial services business. The company already has data scientists developing models. It now needs the engineering capability to deploy them properly, monitor them and make them usable across the organisation. You'll build the infras…",True,70000.0,2026-08-07,GBP,United Kingdom
machine learning,gb,5810687243,Machine Learning Engineer,IMC,"London, UK",IT Jobs,,,108263.8,108263.8,1,2026-07-22 10:43:17+00:00,"As a Machine Learning Engineer, you will play a pivotal role in building systems that drive the training and deployment of large-scale ML models across our global operations. You'll collaborate with leading researchers, hardware experts, and software engineers to build robust solutions that maximize the potential of GPU acceleration, distributed computing, and the latest open-source tools. Your work will influence our trading strategies by accelerating experimentation cycles that foster continu…",True,108263.8,2026-07-22,GBP,United Kingdom
machine learning,gb,5795605931,Machine Learning Engineer,Trainline,"London, UK",IT Jobs,,full_time,78465.66,78465.66,1,2026-07-10 13:28:49+00:00,"About us We are champions of rail, inspired to build a greener, more sustainable future of travel. Trainline enables millions of travellers to find and book the best value tickets across carriers, fares, and journey options through our highly rated mobile app, website, and B2B partner channels. Great journeys start with Trainline  Now Europe’s number 1 downloaded rail app, with over 135 million monthly visits and £6.3 billion in annual ticket sales, we collaborate with 270 rail and coach compan…",True,78465.66,2026-07-10,GBP,United Kingdom
machine learning,gb,5827849883,Machine Learning Engineer,Method Resourcing,"Durham, County Durham",IT Jobs,permanent,full_time,60000.0,70000.0,0,2026-08-04 14:50:31+00:00,"Machine Learning Engineer Most machine learning roles talk about building models. This one is about making sure they actually work in production. You'll join a newly formed ML Engineering team within a large, established financial services business. The company already has data scientists developing models; it now needs the engineering capability to deploy them properly, monitor them and make them usable across the organisation. You'll build the infrastructure that takes models from research co…",True,65000.0,2026-08-04,GBP,United Kingdom
machine learning,gb,5828400802,Machine Learning Engineer,Method-Resourcing,"North Berwick, East Lothian",IT Jobs,,,70000.0,70000.0,0,2026-08-05 00:51:49+00:00,"Machine Learning Engineer Most machine learning roles talk about building models. This one is about making sure they actually work in production. You'll join a newly formed ML Engineering team within a large, established financial services business. The company already has data scientists developing models; it now needs the engineering capability to deploy them properly, monitor them and make them usable across the organisation. You'll build the infrastructure that takes models from research co…",True,70000.0,2026-08-05,GBP,United Kingdom
machine learning,gb,5817554600,Machine Learning Engineer,C4S Search Ltd,"London, UK",IT Jobs,contract,full_time,156000.0,169000.0,0,2026-07-27 18:46:21+00:00,"JOB TITLE: Machine Learning Engineer LOCATION: North London SALARY: £650 p/d PAYE WAY OF WORKING: Full Time | Hybrid | 6-month contract THE MACHINE LEARNING ENGINEER OPPORTUNITY: Design, build, and deploy machine learning models into production environments Develop and optimise recommendation systems (e.g. personalised product recommendations, ranking, search optimisation) Collaborate with data scientists, engineers, and product stakeholders to translate business requirements into ML solutions …",True,162500.0,2026-07-27,GBP,United Kingdom
machine learning,gb,5840202136,Machine Learning Engineer,Queen Square Recruitment Ltd,"Redcliffe, Bristol",IT Jobs,contract,,63913.55,63913.55,1,2026-08-13 11:37:27+00:00,"Salary: £? - ? per year Requirements: We have 5 years of experience in MLOps, DevOps, or related engineering roles. We have strong knowledge of the ML lifecycle and production ML operations. We have hands-on experience with Azure Machine Learning and MLOps frameworks. We have experience with Azure DevOps, CI/CD pipelines, and automation. We have strong Python skills and experience with TensorFlow, PyTorch, or Scikit-learn. We have experience with Docker, Azure SQL Database, Storage Accounts, Bl…",True,63913.55,2026-08-13,GBP,United Kingdom
machine learning,gb,5722147703,Machine Learning Engineer,BeyondMath,"London, UK",Engineering Jobs,,full_time,74373.86,74373.86,1,2026-05-07 22:00:02+00:00,"Machine Learning Engineer BeyondMath is a pioneering startup, backed by top-tier VCs, on a mission to reshape the frontiers of engineering through Foundational AI models for Physics. We are replacing traditional, slow and expensive simulation methods with AI that rivals accuracy at orders of magnitude higher speed. We are moving beyond the ""generic AI"" hype to solve the world’s hardest physical engineering challenges in automotive, aerospace, and energy. The Role As a Machine Learning Engineer,…",True,74373.86,2026-05-07,GBP,United Kingdom
machine learning,gb,5817419257,Machine Learning Engineer,G-Research,"London, UK",IT Jobs,,full_time,88104.44,88104.44,1,2026-07-27 14:39:14+00:00,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",True,88104.44,2026-07-27,GBP,United Kingdom
machine learning,gb,5827484298,Machine Learning Scientist,Platform Recruitment Limited,"London, UK",Scientific & QA Jobs,,,100000.0,100000.0,0,2026-08-04 08:58:52+00:00,"Job Title: ML Scientist (Molecular AI) Location: London (Hybrid) Salary: Up to £100,000 DOE A well-funded life science technology company is looking for an exceptional Machine Learning Scientist to develop next-generation AI methods for molecular and protein discovery. This is a research role with real engineering proximity. You will develop novel ML methods for molecules, proteins, and biological systems, working closely with engineers to translate new ideas into practical tools that accelerat…",True,100000.0,2026-08-04,GBP,United Kingdom
machine learning,gb,5755551256,Machine Learning Engineer,Faculty AI,"London, UK",IT Jobs,,full_time,52004.33,52004.33,1,2026-06-07 16:59:58+00:00,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",True,52004.33,2026-06-07,GBP,United Kingdom
machine learning,gb,5812140303,Machine Learning Engineer,Larian Studios,"Guildford, Surrey",IT Jobs,,full_time,37462.31,37462.31,1,2026-07-23 10:40:49+00:00,"With multiple awards to our name, Larian Studios has proven that we’re dedicated to delivering high-quality role-playing games As we move on to new projects, the studio that brought you Baldur’s Gate 3 & Divinity: Original Sin 2 is looking for a Machine Learning Engineer to join the team and help us in crafting the high calibre games our fans have come to expect. Responsibilities Explore opportunities for the application of ML techniques to optimize and improve our game engine, game creation pi…",True,37462.31,2026-07-23,GBP,United Kingdom
machine learning,gb,5575617341,Machine Learning Engineer,Waymo,"London, UK",IT Jobs,,full_time,120000.0,130000.0,0,2026-01-09 09:29:21+00:00,"Waymo is an autonomous driving technology company with the mission to be the world's most trusted driver. Since its start as the Google Self-Driving Car Project in 2009, Waymo has focused on building the Waymo Driver—The World's Most Experienced Driver™—to improve access to mobility while saving thousands of lives now lost to traffic crashes. The Waymo Driver powers Waymo’s fully autonomous ride-hail service and can also be applied to a range of vehicle platforms and product use cases. The Waym…",True,125000.0,2026-01-09,GBP,United Kingdom
machine learning,gb,5590334435,Machine Learning Engineer,Stint,"London, UK",IT Jobs,,full_time,50000.0,200000.0,0,2026-01-18 09:41:34+00:00,"At Stint, our machine learning engineers sit at the centre of how intelligence reaches the real world. You’ll work shoulder-to-shoulder with data scientists, researchers, and engineers to build models, architect data systems, and power decisions across thousands of hospitality sites. One day you might be building a demand forecasting model; the next you’re shaping data pipelines, deploying models into production, or tuning performance in a high-traffic environment. Your work will drive real-tim…",True,125000.0,2026-01-18,GBP,United Kingdom
machine learning,gb,5722145952,Machine Learning Researcher,Brahma,UK,IT Jobs,,,55253.83,55253.83,1,2026-05-07 21:58:32+00:00,"Description Job Description: We are seeking a Machine Learning Researcher to join our team and help advance the state of the art in human-centric generative video models. Your work will focus on improving expression control, lip synchronisation, and overall realism in models such as WAN and Hunyuan. You’ll collaborate with a world-class team of researchers and engineers to build systems that can generate lifelike talking-head videos from text, audio, or motion signals—pushing the boundaries of …",True,55253.83,2026-05-07,GBP,United Kingdom
machine learning,gb,5716222485,Machine Learning Engineer,Deliveroo,"The City, Central London",Engineering Jobs,,full_time,61067.63,61067.63,1,2026-05-01 21:57:47+00:00,"Machine Learning Engineer Join us in our mission to transform the way people shop and eat, where impact, innovation and growth drive everything we do. Our Engineering teams tackle complex technical challenges across a global, three-sided marketplace, building and scaling systems that serve millions of customers, riders and partners every day. From real-time logistics to resilient infrastructure and marketplace optimisation, we design, build and operate technology that powers Deliveroo’s growth …",True,61067.63,2026-05-01,GBP,United Kingdom
machine learning,gb,5743582926,Machine Learning Engineer,Mind Foundry,UK,IT Jobs,,,48397.1,48397.1,1,2026-05-28 16:14:01+00:00,"We’re looking for a Machine Learning Engineer to join a supportive, multidisciplinary team developing AI/ML systems to solve critical Defence and National Security challenges. In this role, you’ll develop robust, production-ready machine learning solutions - taking ideas from early exploration and prototyping through to systems that can operate in complex operational environments. Working alongside specialists across science, engineering, product and delivery, you’ll play a key role in turning …",True,48397.1,2026-05-28,GBP,United Kingdom
machine learning,gb,5820014358,Machine Learning Engineer,Baringa,"London, UK",IT Jobs,,,59602.22,59602.22,1,2026-07-29 18:17:18+00:00,"About Baringa Baringa is a global consulting firm that partners with leaders to drive change and create value. With deep industry expertise, and enabled by advanced technology, the firm helps clients to deliver with greater confidence and certainty. With over 2,000 people across the UK, Europe, North America, Asia and Australia, the firm combines global insight with local understanding. The firm works across energy and resources, financial services, government and public sector, consumer produc…",True,59602.22,2026-07-29,GBP,United Kingdom
machine learning,gb,5797954603,Machine Learning Engineer,Faculty AI,"London, UK",IT Jobs,,full_time,51902.46,51902.46,1,2026-07-12 13:51:00+00:00,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",True,51902.46,2026-07-12,GBP,United Kingdom
machine learning,gb,5844297405,Machine Learning Engineer,Prima,"London, UK",IT Jobs,,full_time,70000.0,105000.0,0,2026-08-16 16:18:52+00:00,"Are you looking for a new challenge? Fancy helping us shape the future of motor insurance? Prima could be the place for you. Since 2015, we’ve been using our love of data and tech to rethink motor insurance and bring drivers a great experience at a great price. Our story began in Italy, where we’ve quickly become the number one online motor insurance provider. In fact, we’re trusted by over 5 million drivers. And now we’re expanding to help millions more drivers in the UK and Spain. To help fue…",True,87500.0,2026-08-16,GBP,United Kingdom
machine learning,gb,5802849954,Machine Learning Engineer,Faculty AI,UK,IT Jobs,,full_time,55157.54,55157.54,1,2026-07-16 13:44:32+00:00,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",True,55157.54,2026-07-16,GBP,United Kingdom
machine learning,gb,5834881051,Machine Learning Engineer,Cartesian Systems,UK,IT Jobs,,,54088.48,54088.48,1,2026-08-09 18:40:52+00:00,"Machine Learning Engineer About the Company Cartesian is building spatial intelligence for indoor environments to drive operational efficiency. We're tackling one of the biggest challenges in the $35T global retail industry: in-store inventory visibility. Our platform delivers accurate indoor positioning and actionable product location insights, helping retailers streamline operations, optimize workflows, and reduce inefficiencies. By fusing wireless signals and mobile computer vision, we provi…",True,54088.48,2026-08-09,GBP,United Kingdom
machine learning,gb,5644865866,Machine Learning Engineer,Faculty AI,"London, UK",IT Jobs,,full_time,53814.75,53814.75,1,2026-02-25 15:02:49+00:00,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",True,53814.75,2026-02-25,GBP,United Kingdom
machine learning,gb,5774974827,Machine learning Engineer,Faculty AI,"London, UK",IT Jobs,,full_time,52157.75,52157.75,1,2026-06-24 16:34:14+00:00,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",True,52157.75,2026-06-24,GBP,United Kingdom
